Date,Open,High,Low,Close,Adj_Close,Volume
2004-11-18,44.32372299923433,44.43147017699411,44.109631949254045,44.4,44.4,17615694
2004-11-19,44.56409913808191,44.667091057288026,44.513048863992736,44.63683544773185,44.63683544773185,30656638
2004-11-22,44.55664324127549,44.75064644910936,44.2261915575266,44.58822966614389,44.58822966614389,38711907
2004-11-23,44.88882728011709,45.04008615698414,44.72563954347075,44.89695336489947,44.89695336489947,13688054
2004-11-24,45.56611894562814,45.68261412013067,45.41314960407365,45.62358409028281,45.62358409028281,20159796
2004-11-25,45.6389691991155,45.79002647765097,45.48962915057455,45.51793587236929,45.51793587236929,58588690
2004-11-26,45.46061994642329,45.75851344929289,45.05072411205943,45.41360398880878,45.41360398880878,15666366
2004-11-29,46.23104509015515,46.345478380088664,46.17875370596961,46.22884720207655,46.22884720207655,25140781
2004-11-30,46.63152703769481,46.81984556857556,46.34298996925565,46.67363146522948,46.67363146522948,5002024
2004-12-01,46.45422861224581,46.7099942008672,46.33751779382172,46.4222776776514,46.4222776776514,9928229
2004-12-02,46.88194727369123,47.09348730566473,46.68501428663126,46.7422495405736,46.7422495405736,26549208
2004-12-03,46.46968306053866,46.670315337119085,46.356638219797574,46.49689537207728,46.49689537207728,50465106
2004-12-06,46.3007368602318,46.406586234282045,46.1209471067662,46.25359289146736,46.25359289146736,10668245
2004-12-07,46.25331726748011,46.57603776387411,46.01433109854763,46.40123977797726,46.40123977797726,25260145
2004-12-08,45.337240385209284,45.526054679417506,45.16180328337331,45.3865955632509,45.3865955632509,19279815
2004-12-09,44.3698589241397,44.57328220195415,44.188375121638465,44.38324457331977,44.38324457331977,42791619
2004-12-10,44.038157005211296,44.175622307864806,43.824047936797655,44.04093769142611,44.04093769142611,11632552
2004-12-13,43.535912807441115,43.67174172038615,43.40412082514546,43.428837212682026,43.428837212682026,31266149
2004-12-14,43.60416350309742,43.64157413377777,43.544256212913346,43.638728152434645,43.638728152434645,16318101
2004-12-15,43.08918179417349,43.138775425888845,43.064820942503786,43.100146698445194,43.100146698445194,27613706
2004-12-16,42.17346369710473,42.285780420124894,42.10560156957683,42.262534864004465,42.262534864004465,25174915
2004-12-17,43.29853606682238,43.48475413600949,43.09630317457784,43.20563271475839,43.20563271475839,20768179
2004-12-20,43.09735262127714,43.227520354731446,42.82222131167602,43.066200455962274,43.066200455962274,32174575
2004-12-21,43.18544813963664,43.407985932882006,43.07588798392297,43.12433383934736,43.12433383934736,24795968
2004-12-22,42.09480015717688,42.280153231496975,42.00867956525848,42.23570093784811,42.23570093784811,22304883
2004-12-23,41.90385546802106,41.92584159897469,41.89134704271913,41.892239962752754,41.892239962752754,19504389
2004-12-24,42.188766138254614,42.50158265001165,41.796308279179286,41.97668508683516,41.97668508683516,25306175
2004-12-27,41.215774740768076,41.49584029381836,40.97758699132637,41.2779670335224,41.2779670335224,27597234
2004-12-28,41.52879151634702,41.601095841746286,41.40556197971492,41.527657136958666,41.527657136958666,13343164
2004-12-29,41.22916607710252,41.425240109012435,41.133127145689485,41.171534681483514,41.171534681483514,19585836
2004-12-30,40.8061617207096,41.20418298934279,40.56369496538613,41.00888596765158,41.00888596765158,12824762
2004-12-31,40.64424977708809,41.013824204572956,40.37661531180798,40.67032489090429,40.67032489090429,23584322
2005-01-03,41.797246988774724,42.11082508108137,41.412911586313506,41.762127441013014,41.762127441013014,16930049
2005-01-04,41.87884355292531,42.02214793144069,41.68569812119878,41.76654736359625,41.76654736359625,38357854
2005-01-05,41.12728703912811,41.15378045082068,41.11304132951141,41.11315644477476,41.11315644477476,36166223
2005-01-06,41.64747252895439,41.72750478619046,41.47932590779494,41.65144072157541,41.65144072157541,13885432
2005-01-07,40.950941665384974,41.229325119622345,40.73537165168502,40.88767389620766,40.88767389620766,24121535
2005-01-10,41.209359170651474,41.454049709680504,40.864053646924205,41.03632586067627,41.03632586067627,35431433
2005-01-11,39.8102670097699,39.92207343955208,39.69404453222735,39.828679551595584,39.828679551595584,21743273
2005-01-12,38.91205639502635,39.03860577796769,38.83145230728326,38.94281484467822,38.94281484467822,15604493
2005-01-13,39.19985507888066,39.35130636251986,38.93236403584376,39.09172618123296,39.09172618123296,12541552
2005-01-14,39.637362245549895,39.79633019531969,39.369805088641094,39.60370480150399,39.60370480150399,40328159
2005-01-17,39.70200520065407,39.812739086011035,39.60827128305322,39.73195963475934,39.73195963475934,41517595
2005-01-18,39.52241713892161,39.70316746308257,39.31408638692248,39.66892740010594,39.66892740010594,21321605
2005-01-19,39.42353285080958,39.617499777916485,39.29252613613312,39.49138854249537,39.49138854249537,38251087
2005-01-20,38.51126213627971,38.620514030180175,38.362880530797284,38.608241717341556,38.608241717341556,4077006
2005-01-21,38.249816048519236,38.445395413007994,38.10607722478338,38.16849673066643,38.16849673066643,53571769
2005-01-24,37.886088496220964,37.91173632325184,37.84095802274085,37.89741557723735,37.89741557723735,21984168
2005-01-25,38.57200990165451,38.74949104732694,38.45998396670324,38.54733645247789,38.54733645247789,26299643
2005-01-26,38.5760608416026,38.77839340965106,38.486880951193605,38.772729410658414,38.772729410658414,19929056
2005-01-27,37.74461594198363,37.876951197190444,37.65363703323339,37.730722927741546,37.730722927741546,55807815
2005-01-28,37.943466264517724,38.14972085025629,37.81896150148555,37.9513247052576,37.9513247052576,12782160
2005-01-31,37.57339750121318,37.72751092297317,37.41722716130222,37.722557801512984,37.722557801512984,58508125
2005-02-01,37.24165833216648,37.442471369334676,37.11780367120686,37.32591923529352,37.32591923529352,30638334
2005-02-02,37.78170404336109,37.84273455317544,37.68811891840574,37.701921488241204,37.701921488241204,35096028
2005-02-03,38.25358723821011,38.33301265113953,38.20139415203989,38.32697776910589,38.32697776910589,19825454
2005-02-04,38.97233246011894,39.044169996389165,38.87198556517928,38.90991645093293,38.90991645093293,11018304
2005-02-07,38.465533118679836,38.613163159180296,38.29812607772724,38.40429937498301,38.40429937498301,42215856
2005-02-08,38.25801596894652,38.36019047395303,38.02574043858375,38.22799451846001,38.22799451846001,29117356
2005-02-09,38.40551949275601,38.48913889764761,38.210444344233196,38.43665010916108,38.43665010916108,54678113
2005-02-10,39.038050105801034,39.21398882130831,38.71443195717611,39.01924139591224,39.01924139591224,21503670
2005-02-11,38.67919578586175,38.74761311693697,38.57484498114626,38.74707334876513,38.74707334876513,18782970
2005-02-14,38.51630168284864,38.754901935793,38.31743837504904,38.65187721198499,38.65187721198499,55553270
2005-02-15,38.044884313215476,38.11193120219206,37.94376293823748,38.0464790915176,38.0464790915176,76067867
2005-02-16,37.41058508615879,37.45831123065249,37.307912034849295,37.388295263579764,37.388295263579764,24290801
2005-02-17,37.75120317407303,38.05238639669143,37.61629912838292,37.86685290868275,37.86685290868275,15376416
2005-02-18,38.86237413415954,39.0489626191354,38.664112466662004,38.67050624842842,38.67050624842842,39283630
2005-02-21,38.66219707108728,38.76744227135299,38.59569768293774,38.63836250482117,38.63836250482117,20740267
2005-02-22,39.2710488344564,39.29315612136902,39.24679497779202,39.25520037569989,39.25520037569989,34606694
2005-02-23,39.3215098250677,39.75693176743314,38.90885230983671,39.49072929372816,39.49072929372816,20674971
2005-02-24,38.96982792404473,39.11868199319324,38.801763907861115,39.115614891580925,39.115614891580925,61737890
2005-02-25,39.49014560104852,39.715750110987955,39.24536353524892,39.34194879575083,39.34194879575083,15875796
2005-02-28,40.37719973196139,40.46324008266587,40.19092359495495,40.25731254518492,40.25731254518492,32227084
2005-03-01,40.41369613833595,40.578118998513254,40.23494619553492,40.247377818126516,40.247377818126516,18016144
2005-03-02,41.27315169051954,41.31448364287199,41.20015132422756,41.233845111391034,41.233845111391034,20401032
2005-03-03,39.55021608116437,39.74970528937157,39.400991756439126,39.5190111209793,39.5190111209793,18864013
2005-03-04,40.18632352370915,40.3276571039166,40.05832702080754,40.182204609268844,40.182204609268844,37624456
2005-03-07,40.19250954210431,40.393590100719855,40.00072772906482,40.26387193076382,40.26387193076382,41909281
2005-03-08,40.25294942008048,40.59767487757314,40.011913937980864,40.049173372536714,40.049173372536714,33755141
2005-03-09,40.17505034345876,40.36724872024942,40.016575441211906,40.12925306077574,40.12925306077574,22639572
2005-03-10,38.900378397151094,39.05559499820051,38.71860332621187,38.75710252615365,38.75710252615365,26274462
2005-03-11,38.62540165837224,38.70885622047354,38.53050588466015,38.60208723905576,38.60208723905576,41393438
2005-03-14,38.81848095079967,38.92630276390305,38.68423820892199,38.876938439621846,38.876938439621846,42185493
2005-03-15,39.9191802072909,40.11134637943974,39.76774633215659,39.9607220076532,39.9607220076532,4808206
2005-03-16,39.579721705146966,39.6500279956928,39.52747215530824,39.574311741017915,39.574311741017915,20514996
2005-03-17,39.047686318288015,39.207777063067915,38.85620191454218,38.98848001277653,38.98848001277653,21113954
2005-03-18,38.522517755053805,38.97459835249843,38.2757085126764,38.63791299303089,38.63791299303089,36090908
2005-03-21,39.26816693796007,39.37775651709324,39.194737331452295,39.29730735817859,39.29730735817859,23206373
2005-03-22,39.48886091728373,39.59960552762845,39.437496491811075,39.544900738879036,39.544900738879036,37188496
2005-03-23,39.172588427318004,39.212846399536005,39.15284545658203,39.190626413271374,39.190626413271374,12645393
2005-03-24,39.4265318320017,39.64086712824574,39.28521048828284,39.55010083300592,39.55010083300592,28233865
2005-03-25,39.521889868808344,39.66449848525896,39.45847272760401,39.62720879857071,39.62720879857071,41455179
2005-03-28,40.159981581223924,40.28960487913122,40.07422502661861,40.26874831448878,40.26874831448878,9972783
2005-03-29,39.841997137829935,39.863515138399094,39.81438834547593,39.820931596312384,39.820931596312384,109144808
2005-03-30,39.63420398342482,39.815299768672666,39.54723098980113,39.62306525775211,39.62306525775211,49354107
2005-03-31,39.41907320891239,39.47445217640396,39.36902974025731,39.39197327062321,39.39197327062321,24174574
2005-04-01,38.52635132391771,38.5721261826677,38.435385415066904,38.529631170910726,38.529631170910726,14694078
2005-04-04,38.84570707234276,38.972791771140535,38.64139851005516,38.72669298562905,38.72669298562905,21746185
2005-04-05,38.92090439732638,38.971881589401406,38.88365904424326,38.89825113976175,38.89825113976175,25400550
2005-04-06,38.9605893556951,39.088497006119766,38.70098943305878,38.91364454477581,38.91364454477581,31465351
2005-04-07,38.68686454793239,38.79795649197891,38.60242076127499,38.790645120027456,38.790645120027456,59435158
2005-04-08,38.00513693401809,38.14197994117121,37.93803914938692,38.016614174095984,38.016614174095984,18152900
2005-04-11,38.01614359123822,38.12018229724038,37.776113490383445,37.78643141232963,37.78643141232963,33855969
2005-04-12,37.68952605493397,37.80177220100806,37.48288294093543,37.606480606013115,37.606480606013115,11123188
2005-04-13,37.16156271094146,37.20046833639558,37.1247214733261,37.18314873476272,37.18314873476272,18846533
2005-04-14,37.07659751413998,37.203004928687456,36.91137361631379,37.1081954985611,37.1081954985611,30280972
2005-04-15,37.53067759350709,37.80881110835085,37.1642505920483,37.332163453813955,37.332163453813955,36570684
2005-04-18,38.22366573745484,38.36517838558809,38.13774181924191,38.3329049694309,38.3329049694309,15372035
2005-04-19,38.343043481029625,38.51133277066933,38.239889915687826,38.448659054174016,38.448659054174016,18541554
2005-04-20,38.5773763375404,38.68530858418685,38.474572446952365,38.60994849089589,38.60994849089589,58022068
2005-04-21,38.536704812780314,38.609810994842405,38.39182483062857,38.58012258222876,38.58012258222876,48503434
2005-04-22,37.36372497797708,37.611583898008334,37.25546603410369,37.55142931344571,37.55142931344571,27373181
2005-04-25,37.72366970997636,37.88163113691002,37.47345969735682,37.547570602047884,37.547570602047884,6312314
2005-04-26,37.60520355385418,37.77095403402734,37.52611931732655,37.59426702620181,37.59426702620181,108980500
2005-04-27,38.94426729335463,39.10694180689993,38.78716404647293,39.01396157993578,39.01396157993578,23867805
2005-04-28,39.06187427119664,39.2259113725989,38.85716509456401,38.89223396731731,38.89223396731731,20024353
2005-04-29,39.00722993247932,39.12704487032236,38.84532377430522,39.10797476908801,39.10797476908801,17655961
2005-05-02,38.99144393976945,39.161695904991994,38.910070309218206,39.09761275293836,39.09761275293836,30274617
2005-05-03,38.339843518363594,38.557955134134694,38.148400889773335,38.37519744744747,38.37519744744747,30460750
2005-05-04,39.157221983135535,39.280296005854716,39.0164519930281,39.12167834712641,39.12167834712641,42728500
2005-05-05,39.635199549584904,39.708581116485796,39.59963878976828,39.635886118254604,39.635886118254604,13857853
2005-05-06,40.08011750794851,40.32744943599772,39.944560256542474,40.178689824495585,40.178689824495585,20025220
2005-05-09,39.556266701638414,39.75713839472648,39.2948759879461,39.585963849933265,39.585963849933265,81680629
2005-05-10,40.41999908370802,40.567057150513136,40.267760016727,40.53637050027992,40.53637050027992,27639442
2005-05-11,39.41992793454192,39.626615906380685,39.30126062701293,39.56757083992062,39.56757083992062,21779623
2005-05-12,39.9708399142027,40.16209521888909,39.76848825066409,40.005553767551895,40.005553767551895,13729115
2005-05-13,41.64856416930714,41.76043403133038,41.42641742120039,41.61332419733792,41.61332419733792,32722078
2005-05-16,40.821347561950596,41.21447730353505,40.64781602658966,40.78930732340918,40.78930732340918,44839989
2005-05-17,40.41371873990972,40.53433658796569,40.262028644197926,40.33108572301796,40.33108572301796,40822852
2005-05-18,40.27376062883586,40.49293088467101,40.166074451562515,40.42425835515284,40.42425835515284,20680865
2005-05-19,39.93452941173799,40.094082017315586,39.86530659561389,40.047705277987276,40.047705277987276,30001302
2005-05-20,38.961791390003704,39.06889273853229,38.90147839971488,38.91587431201122,38.91587431201122,65856959
2005-05-23,38.98980833746066,39.0900500084372,38.901213123665904,38.98099166302747,38.98099166302747,45925421
2005-05-24,38.4612392062325,38.75505921686111,37.979936149226425,38.21375558154793,38.21375558154793,15089389
2005-05-25,38.40180011595209,38.83638456845484,38.096396556659364,38.57423608628543,38.57423608628543,5242960
2005-05-26,37.921775324610614,38.07522261448082,37.73402446025864,37.9309888686982,37.9309888686982,28862782
2005-05-27,39.09321466884131,39.39183345785959,38.83422754688464,39.05150979506418,39.05150979506418,39002678
2005-05-30,38.464534528360105,38.58234930882751,38.38802119030706,38.46549713074288,38.46549713074288,12565497
2005-05-31,38.373178638759995,38.537381029597505,38.20519003749996,38.23756365226047,38.23756365226047,24027901
2005-06-01,38.964296247769894,39.11992447083138,38.7114666719133,38.83877130089766,38.83877130089766,20620175
2005-06-02,37.95729191271954,38.14850461102674,37.627493417041094,37.97030238357451,37.97030238357451,25714659
2005-06-03,38.07750878230337,38.18098205195694,37.89466355005129,38.147390902651516,38.147390902651516,17420918
2005-06-06,38.98840637381864,39.104853493637584,38.89859793309328,39.088634169364475,39.088634169364475,52394207
2005-06-07,37.79706263153875,37.947493542664354,37.55433096649659,37.92266826328984,37.92266826328984,26397538
2005-06-08,37.883042636137525,38.29150649431106,37.62747649107284,38.07670820922323,38.07670820922323,14254594
2005-06-09,38.206288735175015,38.44985817389975,37.847902157039314,38.28221224938745,38.28221224938745,41886632
2005-06-10,38.956622499052294,39.0185692089718,38.825375888040355,38.861994300992535,38.861994300992535,11313275
2005-06-13,37.88005148157862,38.180923703595425,37.747703899933484,37.98902696100875,37.98902696100875,52205406
2005-06-14,36.966813165437756,37.06461043416912,36.87792256137063,37.05639105695266,37.05639105695266,43777723
2005-06-15,37.58590072178374,37.70861922163291,37.430277564501715,37.450497778467344,37.450497778467344,55609531
2005-06-16,37.740624130647774,37.802588103038254,37.654804903017926,37.67608833689075,37.67608833689075,21967006
2005-06-17,37.760543541138425,37.87368032682615,37.69397401492386,37.86330987666593,37.86330987666593,17936200
2005-06-20,38.21231043006192,38.286821384794784,38.04733387970251,38.11105074443123,38.11105074443123,25403894
2005-06-21,37.57462073537759,37.67664079695286,37.45187445358137,37.67525384249489,37.67525384249489,22961694
2005-06-22,37.90052769146115,38.11691116597785,37.77575423989979,37.83719085277778,37.83719085277778,16327448
2005-06-23,37.975083947363494,38.12621380063686,37.907752076941605,38.03348181639208,38.03348181639208,17327857
2005-06-24,37.73895061653721,37.88049792071049,37.51445348541576,37.61040745536405,37.61040745536405,19388221
2005-06-27,38.767211197881224,38.89097635873933,38.705731923547354,38.75650615843604,38.75650615843604,11971002
2005-06-28,39.02617705303503,39.233747728010925,38.91122248825323,39.093677166463465,39.093677166463465,36280028
2005-06-29,38.45696302622263,38.64534715286834,38.244587835172226,38.31388174465354,38.31388174465354,23408779
2005-06-30,38.894391345391085,39.028857272635314,38.7356462549444,38.77028164247561,38.77028164247561,20074741
2005-07-01,38.13495710589764,38.61116031163764,37.491328132787814,38.134966105648864,38.134966105648864,12407199
